1154	3.2950	-2.3143	9.8066				0.1113	0.0349	-0.0236	
1174	3.2165	-2.3535	9.7674				0.1065	0.0299	-0.0293	
1194	3.3342	-2.3928	9.8458				0.1023	0.0227	-0.0270	
1214	3.3342	-2.3928	9.8458				0.0972	0.0212	-0.0195	
1234	3.2165	-2.4712	9.8458				0.1046	0.0123	-0.0126	
1254	3.2558	-2.3535	9.8458				0.1134	0.0000	-0.0083	
1274	3.2950	-2.4320	9.8458				0.1206	-0.0009	-0.0119	
1294	3.3342	-2.3143	9.8458				0.1314	-0.0001	-0.0114	
1314	3.2558	-2.4320	9.8851				0.1107	0.0103	-0.0140	
1334	3.2950	-2.3928	9.8066				0.0962	0.0213	-0.0167	
1354	3.2950	-2.5105	9.7674				0.0985	0.0204	-0.0093	
1374	3.2165	-2.3535	9.8851				0.1075	0.0197	-0.0090	
1394	3.2950	-2.3928	9.8851				0.1131	0.0161	-0.0076	
1414	3.2558	-2.3928	9.8066				0.1059	0.0155	-0.0058	
1434	3.2950	-2.3535	9.8851				0.1001	0.0143	-0.0048	
1454	3.2558	-2.3928	9.9243				0.0897	0.0158	-0.0054	
1474	3.1773	-2.3928	9.7674				0.0939	0.0177	-0.0073	
1494	3.2950	-2.3143	9.8458				0.1111	0.0157	-0.0128	
1514	3.3342	-2.5497	9.8851				0.1094	0.0264	-0.0169	
1534	3.4127	-2.3143	9.8066				0.1038	0.0297	-0.0154	
1554	3.4127	-2.4712	9.8851				0.0942	0.0308	-0.0113	
1574	3.3342	-2.4320	9.8458				0.0926	0.0288	-0.0091	
1594	3.2558	-2.3535	9.8851				0.0879	0.0262	-0.0093	
1614	3.1381	-2.2359	9.7674				0.0971	0.0273	-0.0073	
1634	3.2165	-2.2751	9.6497				0.0835	0.0291	-0.0106	
1654	3.1773	-2.3535	9.8458				0.0873	0.0229	-0.0255	
1674	3.2950	-2.3535	9.8851				0.1020	0.0099	-0.0371	
1694	3.3734	-2.4320	9.8851				0.0969	0.0079	-0.0306	
1714	3.3734	-2.4320	9.9243				0.0620	0.0222	-0.0181	
1734	3.3342	-2.4712	9.8851				0.0734	0.0418	-0.0114	
1754	3.1381	-2.3928	9.9243				0.0827	0.0423	-0.0088	
